9.911100000000000465e-01,9.901100000000000456e-01,9.894100000000000117e-01,9.899599999999999511e-01
9.910900000000000265e-01,9.900900000000000256e-01,9.893899999999999917e-01,9.899299999999999766e-01
9.910700000000000065e-01,9.900700000000000056e-01,9.893399999999999972e-01,9.899099999999999566e-01
9.910499999999999865e-01,9.900299999999999656e-01,9.893399999999999972e-01,9.899000000000000021e-01
9.910200000000000120e-01,9.900299999999999656e-01,9.892999999999999572e-01,9.898900000000000476e-01
9.910099999999999465e-01,9.900099999999999456e-01,9.892800000000000482e-01,9.898599999999999621e-01
9.910099999999999465e-01,9.899799999999999711e-01,9.892499999999999627e-01,9.898500000000000076e-01
9.909999999999999920e-01,9.899700000000000166e-01,9.892300000000000537e-01,9.898400000000000531e-01
9.909999999999999920e-01,9.899499999999999966e-01,9.891900000000000137e-01,9.898299999999999876e-01
9.909999999999999920e-01,9.899000000000000021e-01,9.891699999999999937e-01,9.898200000000000331e-01
9.909900000000000375e-01,9.899000000000000021e-01,9.891499999999999737e-01,9.898000000000000131e-01
9.909499999999999975e-01,9.898500000000000076e-01,9.891499999999999737e-01,9.897700000000000387e-01
9.909200000000000230e-01,9.898200000000000331e-01,9.891400000000000192e-01,9.897399999999999531e-01
9.909200000000000230e-01,9.897799999999999931e-01,9.891299999999999537e-01,9.897200000000000442e-01
9.908799999999999830e-01,9.897700000000000387e-01,9.890900000000000247e-01,9.897200000000000442e-01
9.908500000000000085e-01,9.897399999999999531e-01,9.890799999999999592e-01,9.897000000000000242e-01
9.908400000000000540e-01,9.897000000000000242e-01,9.890600000000000502e-01,9.896800000000000042e-01
9.908400000000000540e-01,9.896899999999999586e-01,9.890400000000000302e-01,9.896399999999999642e-01
9.908400000000000540e-01,9.896800000000000042e-01,9.889999999999999902e-01,9.896099999999999897e-01
9.908400000000000540e-01,9.896500000000000297e-01,9.889900000000000357e-01,9.895899999999999697e-01
9.908000000000000140e-01,9.896199999999999442e-01,9.889599999999999502e-01,9.895599999999999952e-01
9.907700000000000395e-01,9.895899999999999697e-01,9.889400000000000412e-01,9.895100000000000007e-01
9.907700000000000395e-01,9.895599999999999952e-01,9.889299999999999757e-01,9.895000000000000462e-01
9.907500000000000195e-01,9.895399999999999752e-01,9.889099999999999557e-01,9.894699999999999607e-01
9.907500000000000195e-01,9.894899999999999807e-01,9.888599999999999612e-01,9.894600000000000062e-01
9.907500000000000195e-01,9.894600000000000062e-01,9.888400000000000523e-01,9.894600000000000062e-01
9.907399999999999540e-01,9.894300000000000317e-01,9.888000000000000123e-01,9.894500000000000517e-01
9.907399999999999540e-01,9.894100000000000117e-01,9.888000000000000123e-01,9.894300000000000317e-01
9.907399999999999540e-01,9.893999999999999462e-01,9.887899999999999467e-01,9.894100000000000117e-01
