9.905000000000000471e-01,9.899999999999999911e-01,9.920999999999999819e-01,9.888000000000000123e-01
9.905000000000000471e-01,9.899000000000000021e-01,9.920999999999999819e-01,9.886000000000000343e-01
9.902999999999999581e-01,9.896000000000000352e-01,9.920999999999999819e-01,9.886000000000000343e-01
9.899999999999999911e-01,9.896000000000000352e-01,9.920999999999999819e-01,9.882999999999999563e-01
9.897000000000000242e-01,9.896000000000000352e-01,9.917000000000000259e-01,9.879999999999999893e-01
9.891999999999999682e-01,9.893999999999999462e-01,9.915000000000000480e-01,9.876000000000000334e-01
9.889999999999999902e-01,9.892999999999999572e-01,9.913999999999999480e-01,9.874000000000000554e-01
9.888000000000000123e-01,9.890999999999999792e-01,9.912999999999999590e-01,9.871999999999999664e-01
9.886000000000000343e-01,9.889999999999999902e-01,9.909000000000000030e-01,9.870999999999999774e-01
9.885000000000000453e-01,9.889000000000000012e-01,9.909000000000000030e-01,9.868000000000000105e-01
9.883999999999999453e-01,9.888000000000000123e-01,9.907000000000000250e-01,9.867000000000000215e-01
9.881999999999999673e-01,9.881999999999999673e-01,9.907000000000000250e-01,9.866000000000000325e-01
9.879000000000000004e-01,9.879000000000000004e-01,9.907000000000000250e-01,9.864000000000000545e-01
9.875000000000000444e-01,9.877000000000000224e-01,9.905000000000000471e-01,9.862999999999999545e-01
9.872999999999999554e-01,9.870999999999999774e-01,9.900999999999999801e-01,9.861999999999999655e-01
9.870999999999999774e-01,9.868000000000000105e-01,9.899999999999999911e-01,9.857000000000000206e-01
9.868000000000000105e-01,9.866000000000000325e-01,9.898000000000000131e-01,9.855000000000000426e-01
9.867000000000000215e-01,9.864000000000000545e-01,9.895000000000000462e-01,9.854000000000000536e-01
9.861999999999999655e-01,9.860999999999999766e-01,9.890999999999999792e-01,9.850999999999999757e-01
9.861999999999999655e-01,9.858999999999999986e-01,9.889000000000000012e-01,9.850999999999999757e-01
9.860999999999999766e-01,9.857000000000000206e-01,9.886000000000000343e-01,9.849999999999999867e-01
9.859999999999999876e-01,9.851999999999999647e-01,9.885000000000000453e-01,9.848000000000000087e-01
9.858000000000000096e-01,9.851999999999999647e-01,9.879999999999999893e-01,9.848000000000000087e-01
9.855000000000000426e-01,9.850999999999999757e-01,9.876000000000000334e-01,9.847000000000000197e-01
9.849999999999999867e-01,9.850999999999999757e-01,9.872999999999999554e-01,9.845000000000000417e-01
9.848000000000000087e-01,9.848999999999999977e-01,9.870999999999999774e-01,9.845000000000000417e-01
9.848000000000000087e-01,9.848000000000000087e-01,9.868999999999999995e-01,9.839999999999999858e-01
9.845000000000000417e-01,9.846000000000000307e-01,9.866000000000000325e-01,9.834000000000000519e-01
9.841999999999999638e-01,9.844000000000000528e-01,9.862999999999999545e-01,9.829999999999999849e-01
9.839999999999999858e-01,9.842999999999999527e-01,9.858000000000000096e-01,9.827000000000000179e-01
9.837000000000000188e-01,9.836000000000000298e-01,9.855000000000000426e-01,9.825000000000000400e-01
9.835000000000000409e-01,9.831999999999999629e-01,9.851999999999999647e-01,9.821999999999999620e-01
9.829999999999999849e-01,9.825000000000000400e-01,9.849999999999999867e-01,9.818999999999999950e-01
9.828999999999999959e-01,9.820999999999999730e-01,9.848000000000000087e-01,9.814000000000000501e-01
9.826000000000000290e-01,9.818000000000000060e-01,9.842999999999999527e-01,9.809999999999999831e-01
9.826000000000000290e-01,9.817000000000000171e-01,9.839999999999999858e-01,9.808999999999999941e-01
9.825000000000000400e-01,9.811999999999999611e-01,9.838999999999999968e-01,9.807000000000000162e-01
9.822999999999999510e-01,9.806000000000000272e-01,9.830999999999999739e-01,9.805000000000000382e-01
9.816000000000000281e-01,9.796000000000000263e-01,9.828000000000000069e-01,9.801999999999999602e-01
9.808999999999999941e-01,9.791999999999999593e-01,9.826000000000000290e-01,9.792999999999999483e-01
9.807000000000000162e-01,9.789999999999999813e-01,9.822999999999999510e-01,9.786000000000000254e-01
9.802999999999999492e-01,9.786000000000000254e-01,9.817000000000000171e-01,9.784000000000000474e-01
9.800999999999999712e-01,9.786000000000000254e-01,9.814000000000000501e-01,9.780999999999999694e-01
9.798999999999999932e-01,9.782999999999999474e-01,9.807000000000000162e-01,9.778000000000000025e-01
9.798000000000000043e-01,9.778000000000000025e-01,9.804000000000000492e-01,9.772999999999999465e-01
9.796000000000000263e-01,9.775000000000000355e-01,9.802999999999999492e-01,9.767000000000000126e-01
9.792999999999999483e-01,9.770999999999999686e-01,9.798999999999999932e-01,9.765000000000000346e-01
9.791999999999999593e-01,9.766000000000000236e-01,9.794000000000000483e-01,9.761999999999999567e-01
9.787000000000000144e-01,9.764000000000000457e-01,9.790999999999999703e-01,9.759999999999999787e-01
9.782999999999999474e-01,9.760999999999999677e-01,9.784000000000000474e-01,9.757000000000000117e-01
9.777000000000000135e-01,9.758000000000000007e-01,9.779999999999999805e-01,9.750999999999999668e-01
9.775000000000000355e-01,9.756000000000000227e-01,9.777000000000000135e-01,9.747999999999999998e-01
9.767000000000000126e-01,9.753000000000000558e-01,9.770999999999999686e-01,9.742999999999999439e-01
9.760999999999999677e-01,9.747000000000000108e-01,9.761999999999999567e-01,9.737999999999999989e-01
9.758000000000000007e-01,9.745000000000000329e-01,9.758000000000000007e-01,9.734000000000000430e-01
9.756000000000000227e-01,9.740999999999999659e-01,9.753000000000000558e-01,9.730999999999999650e-01
9.747999999999999998e-01,9.735000000000000320e-01,9.753000000000000558e-01,9.726000000000000201e-01
9.740999999999999659e-01,9.728999999999999870e-01,9.748999999999999888e-01,9.723000000000000531e-01
9.736000000000000210e-01,9.724000000000000421e-01,9.742999999999999439e-01,9.719999999999999751e-01
9.731999999999999540e-01,9.717000000000000082e-01,9.739999999999999769e-01,9.715000000000000302e-01
9.728999999999999870e-01,9.711999999999999522e-01,9.738999999999999879e-01,9.710999999999999632e-01
9.723000000000000531e-01,9.707999999999999963e-01,9.734000000000000430e-01,9.704000000000000403e-01
9.721999999999999531e-01,9.701999999999999513e-01,9.728999999999999870e-01,9.699999999999999734e-01
